EventCode,GTPVersion,Description,InformationElement,MessageType
280065,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Create MBMS Context Response
280066,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Update MBMS Context Request
280067,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Update MBMS Context Response
280068,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Delete MBMS Context Request
280069,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Delete MBMS Context Response
28006a,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280070,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Registration Request
280071,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Registration Response
280072,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS De-Registration Request
280073,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS De-Registration Response
280074,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Session Start Request
280075,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Session Start Response
280076,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Session Stop Request
280077,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Session Stop Response
280078,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Session Update Request
280079,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MBMS Session Update Response
28007a,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280080,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MS Info Change Notification Request
280081,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,MS Info Change Notification Response
280082,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2800f0,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Data Record Transfer Request
2800f1,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,Data Record Transfer Response
2800f2,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2800fe,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,End Marker
2800ff,GTPv1,Missing mandatory IE in GTPv1 message,Reserved,G-PDU
280100,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
280101,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Echo Request
280102,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Echo Response
280103,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Version Not Supported
280104,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Node Alive Request
280105,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Node Alive Response
280106,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Redirection Request
280107,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Redirection Response
280108,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280110,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Create PDP Context Request
280111,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Create PDP Context Response
280112,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Update PDP Context Request
280113,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Update PDP Context Response
280114,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Delete PDP Context Request
280115,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Delete PDP Context Response
280116,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Initiate PDP Context Activation Request
280117,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Initiate PDP Context Activation Response
280118,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
28011a,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Error Indication
28011b,GTPv1,Missing mandatory IE in GTPv1 message,Cause,PDU Notification Request
28011c,GTPv1,Missing mandatory IE in GTPv1 message,Cause,PDU Notification Response
28011d,GTPv1,Missing mandatory IE in GTPv1 message,Cause,PDU Notification Reject Request
28011e,GTPv1,Missing mandatory IE in GTPv1 message,Cause,PDU Notification Reject Response
28011f,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Supported Extension Headers Notification
280120,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Send Routeing Information for GPRS Request
280121,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Send Routeing Information for GPRS Response
280122,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Failure Report Request
280123,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Failure Report Response
280124,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Note MS GPRS Present Request
280125,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Note MS GPRS Present Response
280126,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280130,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Identification Request
280131,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Identification Response
280132,GTPv1,Missing mandatory IE in GTPv1 message,Cause,SGSN Context Request
280133,GTPv1,Missing mandatory IE in GTPv1 message,Cause,SGSN Context Response
280134,GTPv1,Missing mandatory IE in GTPv1 message,Cause,SGSN Context Acknowledge
280135,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Forward Relocation Request
280136,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Forward Relocation Response
280137,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Forward Relocation Complete
280138,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Relocation Cancel Request
280139,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Relocation Cancel Response
28013a,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Forward SRNS Context
28013b,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Forward Relocation Complete Acknowledge
28013c,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Forward SRNS Context Acknowledge
28013d,GTPv1,Missing mandatory IE in GTPv1 message,Cause,UE Registration Query Request
28013e,GTPv1,Missing mandatory IE in GTPv1 message,Cause,UE Registration Query Response
28013f,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280146,GTPv1,Missing mandatory IE in GTPv1 message,Cause,RAN Information Relay
280147,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280160,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Notification Request
280161,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Notification Response
280162,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Notification Reject Request
280163,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Notification Reject Response
280164,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Create MBMS Context Request
280165,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Create MBMS Context Response
280166,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Update MBMS Context Request
280167,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Update MBMS Context Response
280168,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Delete MBMS Context Request
280169,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Delete MBMS Context Response
28016a,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280170,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Registration Request
280171,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Registration Response
280172,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS De-Registration Request
280173,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS De-Registration Response
280174,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Session Start Request
280175,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Session Start Response
280176,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Session Stop Request
280177,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Session Stop Response
280178,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Session Update Request
280179,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MBMS Session Update Response
28017a,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
280180,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MS Info Change Notification Request
280181,GTPv1,Missing mandatory IE in GTPv1 message,Cause,MS Info Change Notification Response
280182,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2801f0,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Data Record Transfer Request
2801f1,GTPv1,Missing mandatory IE in GTPv1 message,Cause,Data Record Transfer Response
2801f2,GTPv1,Missing mandatory IE in GTPv1 message,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2801fe,GTPv1,Missing mandatory IE in GTPv1 message,Cause,End Marker
2801ff,GTPv1,Missing mandatory IE in GTPv1 message,Cause,G-PDU
280200,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
280201,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Echo Request
280202,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Echo Response
280203,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Version Not Supported
280204,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Node Alive Request
280205,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Node Alive Response
280206,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Redirection Request
280207,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Redirection Response
280208,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280210,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Create PDP Context Request
280211,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Create PDP Context Response
280212,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Update PDP Context Request
280213,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Update PDP Context Response
280214,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Delete PDP Context Request
280215,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Delete PDP Context Response
280216,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Initiate PDP Context Activation Request
280217,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Initiate PDP Context Activation Response
280218,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
28021a,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Error Indication
28021b,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),PDU Notification Request
28021c,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),PDU Notification Response
28021d,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),PDU Notification Reject Request
28021e,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),PDU Notification Reject Response
28021f,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Supported Extension Headers Notification
280220,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Send Routeing Information for GPRS Request
280221,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Send Routeing Information for GPRS Response
280222,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Failure Report Request
280223,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Failure Report Response
280224,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Note MS GPRS Present Request
280225,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Note MS GPRS Present Response
280226,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280230,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Identification Request
280231,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Identification Response
280232,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),SGSN Context Request
280233,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),SGSN Context Response
280234,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),SGSN Context Acknowledge
280235,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Forward Relocation Request
280236,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Forward Relocation Response
280237,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Forward Relocation Complete
280238,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Relocation Cancel Request
280239,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Relocation Cancel Response
28023a,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Forward SRNS Context
28023b,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Forward Relocation Complete Acknowledge
28023c,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Forward SRNS Context Acknowledge
28023d,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),UE Registration Query Request
28023e,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),UE Registration Query Response
28023f,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280246,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),RAN Information Relay
280247,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280260,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Notification Request
280261,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Notification Response
280262,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Notification Reject Request
280263,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Notification Reject Response
280264,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Create MBMS Context Request
280265,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Create MBMS Context Response
280266,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Update MBMS Context Request
280267,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Update MBMS Context Response
280268,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Delete MBMS Context Request
280269,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Delete MBMS Context Response
28026a,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280270,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Registration Request
280271,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Registration Response
280272,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS De-Registration Request
280273,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS De-Registration Response
280274,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Session Start Request
280275,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Session Start Response
280276,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Session Stop Request
280277,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Session Stop Response
280278,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Session Update Request
280279,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MBMS Session Update Response
28027a,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280280,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MS Info Change Notification Request
280281,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),MS Info Change Notification Response
280282,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
2802f0,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Data Record Transfer Request
2802f1,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),Data Record Transfer Response
2802f2,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
2802fe,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),End Marker
2802ff,GTPv1,Missing mandatory IE in GTPv1 message,International Mobile Subscriber Identity (IMSI),G-PDU
280300,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
280301,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Echo Request
280302,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Echo Response
280303,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Version Not Supported
280304,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Node Alive Request
280305,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Node Alive Response
280306,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Redirection Request
280307,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Redirection Response
280308,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280310,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Create PDP Context Request
280311,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Create PDP Context Response
280312,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Update PDP Context Request
280313,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Update PDP Context Response
280314,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Delete PDP Context Request
280315,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Delete PDP Context Response
280316,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Initiate PDP Context Activation Request
280317,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Initiate PDP Context Activation Response
280318,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
28031a,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Error Indication
28031b,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),PDU Notification Request
28031c,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),PDU Notification Response
28031d,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),PDU Notification Reject Request
28031e,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),PDU Notification Reject Response
28031f,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Supported Extension Headers Notification
280320,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Send Routeing Information for GPRS Request
280321,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Send Routeing Information for GPRS Response
280322,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Failure Report Request
280323,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Failure Report Response
280324,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Note MS GPRS Present Request
280325,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Note MS GPRS Present Response
280326,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
280330,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Identification Request
280331,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Identification Response
280332,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),SGSN Context Request
280333,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),SGSN Context Response
280334,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),SGSN Context Acknowledge
280335,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Forward Relocation Request
280336,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Forward Relocation Response
280337,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Forward Relocation Complete
280338,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Relocation Cancel Request
280339,GTPv1,Missing mandatory IE in GTPv1 message,Routeing Area Identity (RAI),Relocation Cancel Response
