EventCode,GTPVersion,Description,InformationElement,MessageType
12821f,GTPv2,Out-of-state GTPv2 message,,Reserved for Sv interface
128220,GTPv2,Out-of-state GTPv2 message,,Create Session Request
128221,GTPv2,Out-of-state GTPv2 message,,Create Session Response
128224,GTPv2,Out-of-state GTPv2 message,,Delete Session Request
128225,GTPv2,Out-of-state GTPv2 message,,Delete Session Response
128222,GTPv2,Out-of-state GTPv2 message,,Modify Bearer Request
128223,GTPv2,Out-of-state GTPv2 message,,Modify Bearer Response
128228,GTPv2,Out-of-state GTPv2 message,,Remote UE Report Notification
128229,GTPv2,Out-of-state GTPv2 message,,Remote UE Report Acknowledge
128226,GTPv2,Out-of-state GTPv2 message,,Change Notification Request
128227,GTPv2,Out-of-state GTPv2 message,,Change Notification Response
12822a,GTPv2,Out-of-state GTPv2 message,,For future use
1282a4,GTPv2,Out-of-state GTPv2 message,,Resume Notification
1282a5,GTPv2,Out-of-state GTPv2 message,,Resume Acknowledge
128240,GTPv2,Out-of-state GTPv2 message,,Modify Bearer Command (MME/SGSN/ TWAN/ePDG to PGW – S11/S4-S5/S8-S2a-S2b)
128241,GTPv2,Out-of-state GTPv2 message,,Modify Bearer Failure Indication (PGW to MME/SGSN/ TWAN/ePDG – S11/S4-S5/S8-S2a-S2b)
128242,GTPv2,Out-of-state GTPv2 message,,Delete Bearer Command (MME/SGSN to PGW – S11/S4-S5/S8)
128243,GTPvw,Out-of-state GTPv2 message,,Delete Bearer Failure Indication (PGW to MME/SGSN – S5/S8-S11/S4))
128244,GTPv2,Out-of-state GTPv2 message,,Bearer Resource Command (MME/SGSN/TWAN/ePDG to PGW – S11/S4-S5/S8-S2a-S2b)
128245,GTPv2,Out-of-state GTPv2 message,,Bearer Resource Failure Indication (PGW to MME/SGSN/TWAN/ePDG – S11/S4-S5/S8-S2a-S2b)
128246,GTPv2,Out-of-state GTPv2 message,,Downlink Data Notification Failure Indication (SGSN/MME to SGW – S4/S11)
128247,GTPv2,Out-of-state GTPv2 message,,Trace Session Activation (MME/SGSN/ TWAN/ePDG to PGW – S11/S4-S5/S8-S2a-S2b)
128248,GTPv2,Out-of-state GTPv2 message,,Trace Session Deactivation (MME/SGSN/ TWAN/ePDG to PGW – S11/S4-S5/S8-S2a-S2b)
128249,GTPv2,Out-of-state GTPv2 message,,Stop Paging Indication (SGW to MME/SGSN – S11/S4)
12824a,GTPv2,Out-of-state GTPv2 message,,For future use
12825f,GTPv2,Out-of-state GTPv2 message,,Create Bearer Request
128260,GTPv2,Out-of-state GTPv2 message,,Create Bearer Response
128261,GTPv2,Out-of-state GTPv2 message,,Update Bearer Request
128262,GTPv2,Out-of-state GTPv2 message,,Update Bearer Response
128263,GTPv2,Out-of-state GTPv2 message,,Delete Bearer Request
128264,GTPv2,Out-of-state GTPv2 message,,Delete Bearer Response
128265,GTPv2,Out-of-state GTPv2 message,,Delete PDN Connection Set Request
128266,GTPv2,Out-of-state GTPv2 message,,Delete PDN Connection Set Response
128267,GTPv2,Out-of-state GTPv2 message,,PGW Downlink Triggering Notification
128268,GTPv2,Out-of-state GTPv2 message,,PGW Downlink Triggering Acknowledge
128269,GTPv2,Out-of-state GTPv2 message,,For future use
128280,GTPv2,Out-of-state GTPv2 message,,Identification Request
128281,GTPv2,Out-of-state GTPv2 message,,Identification Response
128282,GTPv2,Out-of-state GTPv2 message,,Context Request
128283,GTPv2,Out-of-state GTPv2 message,,Context Response
128284,GTPv2,Out-of-state GTPv2 message,,Context Acknowledge
128285,GTPv2,Out-of-state GTPv2 message,,Forward Relocation Request
128286,GTPv2,Out-of-state GTPv2 message,,Forward Relocation Response
128287,GTPv2,Out-of-state GTPv2 message,,Forward Relocation Complete Notification
128288,GTPv2,Out-of-state GTPv2 message,,Forward Relocation Complete Acknowledge
128289,GTPv2,Out-of-state GTPv2 message,,Forward Access Context Notification
12828a,GTPv2,Out-of-state GTPv2 message,,Forward Access Context Acknowledge
12828b,GTPv2,Out-of-state GTPv2 message,,Relocation Cancel Request
12828c,GTPv2,Out-of-state GTPv2 message,,Relocation Cancel Response
12828d,GTPv2,Out-of-state GTPv2 message,,Configuration Transfer Tunnel
12828e,GTPv2,Out-of-state GTPv2 message,,For future use
128298,GTPv2,Out-of-state GTPv2 message,,RAN Information Relay
128295,GTPv2,Out-of-state GTPv2 message,,Detach Notification
128296,GTPv2,Out-of-state GTPv2 message,,Detach Acknowledge
128297,GTPv2,Out-of-state GTPv2 message,,CS Paging Indication
128299,GTPv2,Out-of-state GTPv2 message,,Alert MME Notification
12829a,GTPv2,Out-of-state GTPv2 message,,Alert MME Acknowledge
12829b,GTPv2,Out-of-state GTPv2 message,,UE Activity Notification
12829c,GTPv2,Out-of-state GTPv2 message,,UE Activity Acknowledge
12829d,GTPv2,Out-of-state GTPv2 message,,ISR Status Indication
12829e,GTPv2,Out-of-state GTPv2 message,,UE Registration Query Request
12829f,GTPv2,Out-of-state GTPv2 message,,UE Registration Query Response
1282a2,GTPv2,Out-of-state GTPv2 message,,Suspend Notification
1282a3,GTPv2,Out-of-state GTPv2 message,,Suspend Acknowledge
1282a0,GTPv2,Out-of-state GTPv2 message,,Create Forwarding Tunnel Request
1282a1,GTPv2,Out-of-state GTPv2 message,,Create Forwarding Tunnel Response
1282a6,GTPv2,Out-of-state GTPv2 message,,Create Indirect Data Forwarding Tunnel Request
1282a7,GTPv2,Out-of-state GTPv2 message,,Create Indirect Data Forwarding Tunnel Response
1282a8,GTPv2,Out-of-state GTPv2 message,,Delete Indirect Data Forwarding Tunnel Request
1282a9,GTPv2,Out-of-state GTPv2 message,,Delete Indirect Data Forwarding Tunnel Response
1282aa,GTPv2,Out-of-state GTPv2 message,,Release Access Bearers Request
1282ab,GTPv2,Out-of-state GTPv2 message,,Release Access Bearers Response
1282ac,GTPv2,Out-of-state GTPv2 message,,For future use
1282b0,GTPv2,Out-of-state GTPv2 message,,Downlink Data Notification
1282b1,GTPv2,Out-of-state GTPv2 message,,Downlink Data Notification Acknowledge
1282b3,GTPv2,Out-of-state GTPv2 message,,PGW Restart Notification
1282b4,GTPv2,Out-of-state GTPv2 message,,PGW Restart Notification Acknowledge
1282b2,GTPv2,Out-of-state GTPv2 message,,Reserved. Allocated in earlier version of the specification.
1282b5,GTPv2,Out-of-state GTPv2 message,,For future use
1282c8,GTPv2,Out-of-state GTPv2 message,,Update PDN Connection Set Request
1282c9,GTPv2,Out-of-state GTPv2 message,,Update PDN Connection Set Response
1282ca,GTPv2,Out-of-state GTPv2 message,,For future use
1282d3,GTPv2,Out-of-state GTPv2 message,,Modify Access Bearers Request
1282d4,GTPv2,Out-of-state GTPv2 message,,Modify Access Bearers Response
1282d5,GTPv2,Out-of-state GTPv2 message,,For future use
1282e7,GTPv2,Out-of-state GTPv2 message,,MBMS Session Start Request
1282e8,GTPv2,Out-of-state GTPv2 message,,MBMS Session Start Response
1282e9,GTPv2,Out-of-state GTPv2 message,,MBMS Session Update Request
1282ea,GTPv2,Out-of-state GTPv2 message,,MBMS Session Update Response
1282eb,GTPv2,Out-of-state GTPv2 message,,MBMS Session Stop Request
1282ec,GTPv2,Out-of-state GTPv2 message,,MBMS Session Stop Response
1282ed,GTPv2,Out-of-state GTPv2 message,,For future use
1282f0,GTPv2,Out-of-state GTPv2 message,,Reserved for Sv interface (see also types 25 to 31)
1282f8,GTPv2,Out-of-state GTPv2 message,,For future use
