210000,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
210001,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Echo Request
210002,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Echo Response
210003,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Version Not Supported
210004,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Node Alive Request
210005,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Node Alive Response
210006,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Redirection Request
210007,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Redirection Response
210008,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
210010,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Create PDP Context Request
210011,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Create PDP Context Response
210012,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Update PDP Context Request
210013,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Update PDP Context Response
210014,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Delete PDP Context Request
210015,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Delete PDP Context Response
210016,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Initiate PDP Context Activation Request
210017,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Initiate PDP Context Activation Response
210018,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
21001a,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Error Indication
21001b,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,PDU Notification Request
21001c,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,PDU Notification Response
21001d,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,PDU Notification Reject Request
21001e,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,PDU Notification Reject Response
21001f,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Supported Extension Headers Notification
210020,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Send Routeing Information for GPRS Request
210021,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Send Routeing Information for GPRS Response
210022,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Failure Report Request
210023,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Failure Report Response
210024,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Note MS GPRS Present Request
210025,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Note MS GPRS Present Response
210026,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
210030,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Identification Request
210031,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Identification Response
210032,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,SGSN Context Request
210033,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,SGSN Context Response
210034,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,SGSN Context Acknowledge
210035,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Forward Relocation Request
210036,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Forward Relocation Response
210037,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Forward Relocation Complete
210038,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Relocation Cancel Request
210039,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Relocation Cancel Response
21003a,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Forward SRNS Context
21003b,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Forward Relocation Complete Acknowledge
21003c,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,Forward SRNS Context Acknowledge
21003d,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,UE Registration Query Request
21003e,GTPv1,Unknown IE in GTPv1 message (unsupported IE type),Reserved,UE Registration Query Response
