EventCode,GTPVersion,Description,InformationElement,MessageType
230000,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
230001,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Echo Request
230002,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Echo Response
230003,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Version Not Supported
230004,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Node Alive Request
230005,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Node Alive Response
230006,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Redirection Request
230007,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Redirection Response
230008,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230010,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Create PDP Context Request
230011,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Create PDP Context Response
230012,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Update PDP Context Request
230013,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Update PDP Context Response
230014,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Delete PDP Context Request
230015,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Delete PDP Context Response
230016,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Initiate PDP Context Activation Request
230017,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Initiate PDP Context Activation Response
230018,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
23001a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Error Indication
23001b,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,PDU Notification Request
23001c,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,PDU Notification Response
23001d,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,PDU Notification Reject Request
23001e,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,PDU Notification Reject Response
23001f,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Supported Extension Headers Notification
230020,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Send Routeing Information for GPRS Request
230021,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Send Routeing Information for GPRS Response
230022,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Failure Report Request
230023,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Failure Report Response
230024,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Note MS GPRS Present Request
230025,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Note MS GPRS Present Response
230026,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230030,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Identification Request
230031,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Identification Response
230032,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,SGSN Context Request
230033,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,SGSN Context Response
230034,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,SGSN Context Acknowledge
230035,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Forward Relocation Request
230036,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Forward Relocation Response
230037,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Forward Relocation Complete
230038,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Relocation Cancel Request
230039,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Relocation Cancel Response
23003a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Forward SRNS Context
23003b,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Forward Relocation Complete Acknowledge
23003c,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Forward SRNS Context Acknowledge
23003d,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,UE Registration Query Request
23003e,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,UE Registration Query Response
23003f,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230046,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,RAN Information Relay
230047,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230060,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Notification Request
230061,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Notification Response
230062,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Notification Reject Request
230063,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Notification Reject Response
230064,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Create MBMS Context Request
230065,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Create MBMS Context Response
230066,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Update MBMS Context Request
230067,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Update MBMS Context Response
230068,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Delete MBMS Context Request
230069,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Delete MBMS Context Response
23006a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230070,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Registration Request
230071,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Registration Response
230072,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS De-Registration Request
230073,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS De-Registration Response
230074,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Session Start Request
230075,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Session Start Response
230076,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Session Stop Request
230077,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Session Stop Response
230078,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Session Update Request
230079,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MBMS Session Update Response
23007a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230080,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MS Info Change Notification Request
230081,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,MS Info Change Notification Response
230082,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2300f0,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Data Record Transfer Request
2300f1,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,Data Record Transfer Response
2300f2,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2300fe,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,End Marker
2300ff,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Reserved,G-PDU
230100,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
230101,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Echo Request
230102,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Echo Response
230103,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Version Not Supported
230104,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Node Alive Request
230105,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Node Alive Response
230106,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Redirection Request
230107,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Redirection Response
230108,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230110,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Create PDP Context Request
230111,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Create PDP Context Response
230112,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Update PDP Context Request
230113,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Update PDP Context Response
230114,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Delete PDP Context Request
230115,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Delete PDP Context Response
230116,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Initiate PDP Context Activation Request
230117,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Initiate PDP Context Activation Response
230118,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
23011a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Error Indication
23011b,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,PDU Notification Request
23011c,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,PDU Notification Response
23011d,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,PDU Notification Reject Request
23011e,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,PDU Notification Reject Response
23011f,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Supported Extension Headers Notification
230120,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Send Routeing Information for GPRS Request
230121,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Send Routeing Information for GPRS Response
230122,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Failure Report Request
230123,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Failure Report Response
230124,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Note MS GPRS Present Request
230125,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Note MS GPRS Present Response
230126,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230130,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Identification Request
230131,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Identification Response
230132,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,SGSN Context Request
230133,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,SGSN Context Response
230134,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,SGSN Context Acknowledge
230135,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Forward Relocation Request
230136,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Forward Relocation Response
230137,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Forward Relocation Complete
230138,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Relocation Cancel Request
230139,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Relocation Cancel Response
23013a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Forward SRNS Context
23013b,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Forward Relocation Complete Acknowledge
23013c,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Forward SRNS Context Acknowledge
23013d,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,UE Registration Query Request
23013e,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,UE Registration Query Response
23013f,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230146,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,RAN Information Relay
230147,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230160,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Notification Request
230161,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Notification Response
230162,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Notification Reject Request
230163,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Notification Reject Response
230164,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Create MBMS Context Request
230165,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Create MBMS Context Response
230166,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Update MBMS Context Request
230167,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Update MBMS Context Response
230168,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Delete MBMS Context Request
230169,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Delete MBMS Context Response
23016a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230170,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Registration Request
230171,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Registration Response
230172,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS De-Registration Request
230173,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS De-Registration Response
230174,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Session Start Request
230175,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Session Start Response
230176,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Session Stop Request
230177,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Session Stop Response
230178,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Session Update Request
230179,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MBMS Session Update Response
23017a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
230180,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MS Info Change Notification Request
230181,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,MS Info Change Notification Response
230182,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2301f0,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Data Record Transfer Request
2301f1,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,Data Record Transfer Response
2301f2,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,For future use. Shall not be sent. If received shall be treated as an Unknown message.
2301fe,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,End Marker
2301ff,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Cause,G-PDU
230200,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
230201,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Echo Request
230202,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Echo Response
230203,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Version Not Supported
230204,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Node Alive Request
230205,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Node Alive Response
230206,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Redirection Request
230207,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Redirection Response
230208,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230210,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Create PDP Context Request
230211,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Create PDP Context Response
230212,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Update PDP Context Request
230213,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Update PDP Context Response
230214,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Delete PDP Context Request
230215,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Delete PDP Context Response
230216,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Initiate PDP Context Activation Request
230217,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Initiate PDP Context Activation Response
230218,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
23021a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Error Indication
23021b,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),PDU Notification Request
23021c,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),PDU Notification Response
23021d,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),PDU Notification Reject Request
23021e,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),PDU Notification Reject Response
23021f,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Supported Extension Headers Notification
230220,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Send Routeing Information for GPRS Request
230221,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Send Routeing Information for GPRS Response
230222,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Failure Report Request
230223,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Failure Report Response
230224,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Note MS GPRS Present Request
230225,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Note MS GPRS Present Response
230226,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230230,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Identification Request
230231,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Identification Response
230232,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),SGSN Context Request
230233,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),SGSN Context Response
230234,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),SGSN Context Acknowledge
230235,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Forward Relocation Request
230236,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Forward Relocation Response
230237,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Forward Relocation Complete
230238,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Relocation Cancel Request
230239,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Relocation Cancel Response
23023a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Forward SRNS Context
23023b,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Forward Relocation Complete Acknowledge
23023c,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Forward SRNS Context Acknowledge
23023d,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),UE Registration Query Request
23023e,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),UE Registration Query Response
23023f,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230246,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),RAN Information Relay
230247,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230260,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Notification Request
230261,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Notification Response
230262,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Notification Reject Request
230263,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Notification Reject Response
230264,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Create MBMS Context Request
230265,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Create MBMS Context Response
230266,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Update MBMS Context Request
230267,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Update MBMS Context Response
230268,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Delete MBMS Context Request
230269,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Delete MBMS Context Response
23026a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230270,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Registration Request
230271,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Registration Response
230272,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS De-Registration Request
230273,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS De-Registration Response
230274,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Session Start Request
230275,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Session Start Response
230276,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Session Stop Request
230277,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Session Stop Response
230278,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Session Update Request
230279,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MBMS Session Update Response
23027a,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230280,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MS Info Change Notification Request
230281,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),MS Info Change Notification Response
230282,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
2302f0,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Data Record Transfer Request
2302f1,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),Data Record Transfer Response
2302f2,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
2302fe,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),End Marker
2302ff,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,International Mobile Subscriber Identity (IMSI),G-PDU
230300,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
230301,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Echo Request
230302,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Echo Response
230303,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Version Not Supported
230304,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Node Alive Request
230305,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Node Alive Response
230306,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Redirection Request
230307,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Redirection Response
230308,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),For future use. Shall not be sent. If received shall be treated as an Unknown message.
230310,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Create PDP Context Request
230311,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Create PDP Context Response
230312,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Update PDP Context Request
230313,GTPv1,Invalid IE in GTPv1 message such as invalid IMSI,Routeing Area Identity (RAI),Update PDP Context Response
