EventCode,GTPVersion,Description,InformationElement,MessageType
414282,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Context Request
414283,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Context Response
414284,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Context Acknowledge
414285,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Forward Relocation Request
414286,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Forward Relocation Response
414287,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Forward Relocation Complete Notification
414288,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Forward Relocation Complete Acknowledge
414289,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Forward Access Context Notification
41428a,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Forward Access Context Acknowledge
41428b,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Relocation Cancel Request
41428c,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Relocation Cancel Response
41428d,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Configuration Transfer Tunnel
41428e,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
414298,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,RAN Information Relay
414295,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Detach Notification
414296,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Detach Acknowledge
414297,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,CS Paging Indication
414299,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Alert MME Notification
41429a,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Alert MME Acknowledge
41429b,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,UE Activity Notification
41429c,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,UE Activity Acknowledge
41429d,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,ISR Status Indication
41429e,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,UE Registration Query Request
41429f,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,UE Registration Query Response
4142a2,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Suspend Notification
4142a3,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Suspend Acknowledge
4142a0,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Create Forwarding Tunnel Request
4142a1,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Create Forwarding Tunnel Response
4142a6,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Create Indirect Data Forwarding Tunnel Request
4142a7,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Create Indirect Data Forwarding Tunnel Response
4142a8,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Delete Indirect Data Forwarding Tunnel Request
4142a9,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Delete Indirect Data Forwarding Tunnel Response
4142aa,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Release Access Bearers Request
4142ab,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Release Access Bearers Response
4142ac,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
4142b0,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Downlink Data Notification
4142b1,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Downlink Data Notification Acknowledge
4142b3,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,PGW Restart Notification
4142b4,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,PGW Restart Notification Acknowledge
4142b2,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Reserved. Allocated in earlier version of the specification.
4142b5,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
4142c8,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Update PDN Connection Set Request
4142c9,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Update PDN Connection Set Response
4142ca,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
4142d3,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Modify Access Bearers Request
4142d4,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Modify Access Bearers Response
4142d5,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
4142e7,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,MBMS Session Start Request
4142e8,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,MBMS Session Start Response
4142e9,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,MBMS Session Update Request
4142ea,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,MBMS Session Update Response
4142eb,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,MBMS Session Stop Request
4142ec,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,MBMS Session Stop Response
4142ed,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
4142f0,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,Reserved for Sv interface (see also types 25 to 31)
4142f8,GTPv2,Invalid TEID in GTPv2 header (non-existent tunnel),,For future use
