EventCode,GTPVersion,Description,InformationElement,MessageType
181119,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18111a,GTPv1,Unknown GTPv1-C message,,Error Indication
18111b,GTPv1,Unknown GTPv1-C message,,PDU Notification Request
18111c,GTPv1,Unknown GTPv1-C message,,PDU Notification Response
18111d,GTPv1,Unknown GTPv1-C message,,PDU Notification Reject Request
18111e,GTPv1,Unknown GTPv1-C message,,PDU Notification Reject Response
18111f,GTPv1,Unknown GTPv1-C message,,Supported Extension Headers Notification
181120,GTPv1,Unknown GTPv1-C message,,Send Routeing Information for GPRS Request
181121,GTPv1,Unknown GTPv1-C message,,Send Routeing Information for GPRS Response
181122,GTPv1,Unknown GTPv1-C message,,Failure Report Request
181123,GTPv1,Unknown GTPv1-C message,,Failure Report Response
181124,GTPv1,Unknown GTPv1-C message,,Note MS GPRS Present Request
181125,GTPv1,Unknown GTPv1-C message,,Note MS GPRS Present Response
181126,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181127,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181128,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181129,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18112a,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18112b,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18112c,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18112d,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18112e,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18112f,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181130,GTPv1,Unknown GTPv1-C message,,Identification Request
181131,GTPv1,Unknown GTPv1-C message,,Identification Response
181132,GTPv1,Unknown GTPv1-C message,,SGSN Context Request
181133,GTPv1,Unknown GTPv1-C message,,SGSN Context Response
181134,GTPv1,Unknown GTPv1-C message,,SGSN Context Acknowledge
181135,GTPv1,Unknown GTPv1-C message,,Forward Relocation Request
181136,GTPv1,Unknown GTPv1-C message,,Forward Relocation Response
181137,GTPv1,Unknown GTPv1-C message,,Forward Relocation Complete
181138,GTPv1,Unknown GTPv1-C message,,Relocation Cancel Request
181139,GTPv1,Unknown GTPv1-C message,,Relocation Cancel Response
18113a,GTPv1,Unknown GTPv1-C message,,Forward SRNS Context
18113b,GTPv1,Unknown GTPv1-C message,,Forward Relocation Complete Acknowledge
18113c,GTPv1,Unknown GTPv1-C message,,Forward SRNS Context Acknowledge
18113d,GTPv1,Unknown GTPv1-C message,,UE Registration Query Request
18113e,GTPv1,Unknown GTPv1-C message,,UE Registration Query Response
18113f,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181140,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181141,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181142,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181143,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181144,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181145,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181146,GTPv1,Unknown GTPv1-C message,,RAN Information Relay
181147,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181148,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181149,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18114a,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18114b,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18114c,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18114d,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18114e,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18114f,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181150,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181152,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181153,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181154,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181155,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181156,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181157,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181158,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181159,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18115a,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18115b,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18115c,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18115d,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18115e,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18115f,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181160,GTPv1,Unknown GTPv1-C message,,MBMS Notification Request
181161,GTPv1,Unknown GTPv1-C message,,MBMS Notification Response
181162,GTPv1,Unknown GTPv1-C message,,MBMS Notification Reject Request
181163,GTPv1,Unknown GTPv1-C message,,MBMS Notification Reject Response
181164,GTPv1,Unknown GTPv1-C message,,Create MBMS Context Request
181165,GTPv1,Unknown GTPv1-C message,,Create MBMS Context Response
181166,GTPv1,Unknown GTPv1-C message,,Update MBMS Context Request
181167,GTPv1,Unknown GTPv1-C message,,Update MBMS Context Response
181168,GTPv1,Unknown GTPv1-C message,,Delete MBMS Context Request
181169,GTPv1,Unknown GTPv1-C message,,Delete MBMS Context Response
18116a,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18116b,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18116c,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18116d,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18116e,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
18116f,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
181170,GTPv1,Unknown GTPv1-C message,,MBMS Registration Request
181171,GTPv1,Unknown GTPv1-C message,,MBMS Registration Response
181172,GTPv1,Unknown GTPv1-C message,,MBMS De-Registration Request
181173,GTPv1,Unknown GTPv1-C message,,MBMS De-Registration Response
181174,GTPv1,Unknown GTPv1-C message,,MBMS Session Start Request
181175,GTPv1,Unknown GTPv1-C message,,MBMS Session Start Response
181176,GTPv1,Unknown GTPv1-C message,,MBMS Session Stop Request
181177,GTPv1,Unknown GTPv1-C message,,MBMS Session Stop Response
181178,GTPv1,Unknown GTPv1-C message,,MBMS Session Update Request
181179,GTPv1,Unknown GTPv1-C message,,MBMS Session Update Response
18117a,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
18117b,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
18117c,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
18117d,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
18117e,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
18117f,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
181180,GTPv1,Unknown GTPv1-C message,,MS Info Change Notification Request
181181,GTPv1,Unknown GTPv1-C message,,MS Info Change Notification Response
181182,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
1811f0,GTPv1,Unknown GTPv1-C message,,Data Record Transfer Request
1811f1,GTPv1,Unknown GTPv1-C message,,Data Record Transfer Response
1811f2,GTPv1,Unknown GTPv1-C message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
1811fe,GTPv1,Unknown GTPv1-C message,,End Marker
1811ff,GTPv1,Unknown GTPv1-C message,,G-PDU
