200000,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message. shall be treated as an Unknown message.
200001,GTPv1,Out of order IEs in GTPv1 message,Reserved,Echo Request
200002,GTPv1,Out of order IEs in GTPv1 message,Reserved,Echo Response
200003,GTPv1,Out of order IEs in GTPv1 message,Reserved,Version Not Supported
200004,GTPv1,Out of order IEs in GTPv1 message,Reserved,Node Alive Request
200005,GTPv1,Out of order IEs in GTPv1 message,Reserved,Node Alive Response
200006,GTPv1,Out of order IEs in GTPv1 message,Reserved,Redirection Request
200007,GTPv1,Out of order IEs in GTPv1 message,Reserved,Redirection Response
200008,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
200010,GTPv1,Out of order IEs in GTPv1 message,Reserved,Create PDP Context Request
200011,GTPv1,Out of order IEs in GTPv1 message,Reserved,Create PDP Context Response
200012,GTPv1,Out of order IEs in GTPv1 message,Reserved,Update PDP Context Request
200013,GTPv1,Out of order IEs in GTPv1 message,Reserved,Update PDP Context Response
200014,GTPv1,Out of order IEs in GTPv1 message,Reserved,Delete PDP Context Request
200015,GTPv1,Out of order IEs in GTPv1 message,Reserved,Delete PDP Context Response
200016,GTPv1,Out of order IEs in GTPv1 message,Reserved,Initiate PDP Context Activation Request
200017,GTPv1,Out of order IEs in GTPv1 message,Reserved,Initiate PDP Context Activation Response
200018,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
20001a,GTPv1,Out of order IEs in GTPv1 message,Reserved,Error Indication
20001b,GTPv1,Out of order IEs in GTPv1 message,Reserved,PDU Notification Request
20001c,GTPv1,Out of order IEs in GTPv1 message,Reserved,PDU Notification Response
20001d,GTPv1,Out of order IEs in GTPv1 message,Reserved,PDU Notification Reject Request
20001e,GTPv1,Out of order IEs in GTPv1 message,Reserved,PDU Notification Reject Response
20001f,GTPv1,Out of order IEs in GTPv1 message,Reserved,Supported Extension Headers Notification
200020,GTPv1,Out of order IEs in GTPv1 message,Reserved,Send Routeing Information for GPRS Request
200021,GTPv1,Out of order IEs in GTPv1 message,Reserved,Send Routeing Information for GPRS Response
200022,GTPv1,Out of order IEs in GTPv1 message,Reserved,Failure Report Request
200023,GTPv1,Out of order IEs in GTPv1 message,Reserved,Failure Report Response
200024,GTPv1,Out of order IEs in GTPv1 message,Reserved,Note MS GPRS Present Request
200025,GTPv1,Out of order IEs in GTPv1 message,Reserved,Note MS GPRS Present Response
200026,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
200030,GTPv1,Out of order IEs in GTPv1 message,Reserved,Identification Request
200031,GTPv1,Out of order IEs in GTPv1 message,Reserved,Identification Response
200032,GTPv1,Out of order IEs in GTPv1 message,Reserved,SGSN Context Request
200033,GTPv1,Out of order IEs in GTPv1 message,Reserved,SGSN Context Response
200034,GTPv1,Out of order IEs in GTPv1 message,Reserved,SGSN Context Acknowledge
200035,GTPv1,Out of order IEs in GTPv1 message,Reserved,Forward Relocation Request
200036,GTPv1,Out of order IEs in GTPv1 message,Reserved,Forward Relocation Response
200037,GTPv1,Out of order IEs in GTPv1 message,Reserved,Forward Relocation Complete
200038,GTPv1,Out of order IEs in GTPv1 message,Reserved,Relocation Cancel Request
200039,GTPv1,Out of order IEs in GTPv1 message,Reserved,Relocation Cancel Response
20003a,GTPv1,Out of order IEs in GTPv1 message,Reserved,Forward SRNS Context
20003b,GTPv1,Out of order IEs in GTPv1 message,Reserved,Forward Relocation Complete Acknowledge
20003c,GTPv1,Out of order IEs in GTPv1 message,Reserved,Forward SRNS Context Acknowledge
20003d,GTPv1,Out of order IEs in GTPv1 message,Reserved,UE Registration Query Request
20003e,GTPv1,Out of order IEs in GTPv1 message,Reserved,UE Registration Query Response
20003f,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
200046,GTPv1,Out of order IEs in GTPv1 message,Reserved,RAN Information Relay
200047,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
200060,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Notification Request
200061,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Notification Response
200062,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Notification Reject Request
200063,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Notification Reject Response
200064,GTPv1,Out of order IEs in GTPv1 message,Reserved,Create MBMS Context Request
200065,GTPv1,Out of order IEs in GTPv1 message,Reserved,Create MBMS Context Response
200066,GTPv1,Out of order IEs in GTPv1 message,Reserved,Update MBMS Context Request
200067,GTPv1,Out of order IEs in GTPv1 message,Reserved,Update MBMS Context Response
200068,GTPv1,Out of order IEs in GTPv1 message,Reserved,Delete MBMS Context Request
200069,GTPv1,Out of order IEs in GTPv1 message,Reserved,Delete MBMS Context Response
20006a,GTPv1,Out of order IEs in GTPv1 message,Reserved,For future use. Shall not be sent. If received shall be treated as an Unknown message.
200070,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Registration Request
200071,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Registration Response
200072,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS De-Registration Request
200073,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS De-Registration Response
200074,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Session Start Request
200075,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Session Start Response
200076,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Session Stop Request
200077,GTPv1,Out of order IEs in GTPv1 message,Reserved,MBMS Session Stop Response
