412100, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412101, Conflict with another session for GTPv1 message, Echo Request
412102, Conflict with another session for GTPv1 message, Echo Response
412103, Conflict with another session for GTPv1 message, Version Not Supported
412104, Conflict with another session for GTPv1 message, Node Alive Request
412105, Conflict with another session for GTPv1 message, Node Alive Response
412106, Conflict with another session for GTPv1 message, Redirection Request
412107, Conflict with another session for GTPv1 message, Redirection Response
412108, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412109, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41210a, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41210b, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41210c, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41210d, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41210e, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41210f, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412110, Conflict with another session for GTPv1 message, Create PDP Context Request
412111, Conflict with another session for GTPv1 message, Create PDP Context Response
412112, Conflict with another session for GTPv1 message, Update PDP Context Request
412113, Conflict with another session for GTPv1 message, Update PDP Context Response
412114, Conflict with another session for GTPv1 message, Delete PDP Context Request
412115, Conflict with another session for GTPv1 message, Delete PDP Context Response
412116, Conflict with another session for GTPv1 message, Initiate PDP Context Activation Request
412117, Conflict with another session for GTPv1 message, Initiate PDP Context Activation Response
412118, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412119, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41211a, Conflict with another session for GTPv1 message, Error Indication
41211b, Conflict with another session for GTPv1 message, PDU Notification Request
41211c, Conflict with another session for GTPv1 message, PDU Notification Response
41211d, Conflict with another session for GTPv1 message, PDU Notification Reject Request
41211e, Conflict with another session for GTPv1 message, PDU Notification Reject Response
41211f, Conflict with another session for GTPv1 message, Supported Extension Headers Notification
412120, Conflict with another session for GTPv1 message, Send Routeing Information for GPRS Request
412121, Conflict with another session for GTPv1 message, Send Routeing Information for GPRS Response
412122, Conflict with another session for GTPv1 message, Failure Report Request
412123, Conflict with another session for GTPv1 message, Failure Report Response
412124, Conflict with another session for GTPv1 message, Note MS GPRS Present Request
412125, Conflict with another session for GTPv1 message, Note MS GPRS Present Response
412126, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412127, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412128, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412129, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41212a, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41212b, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41212c, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41212d, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41212e, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
41212f, Conflict with another session for GTPv1 message, For future use. Shall not be sent. If received, Conflict with another session for GTPv1 message, shall be treated as an Unknown message.
412130, Conflict with another session for GTPv1 message, Identification Request
412131, Conflict with another session for GTPv1 message, Identification Response
412132, Conflict with another session for GTPv1 message, SGSN Context Request
