EventCode,GTPVersion,Description,InformationElement,MessageType
10414e,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10414f,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104150,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104152,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104153,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104154,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104155,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104156,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104157,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104158,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104159,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10415a,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10415b,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10415c,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10415d,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10415e,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10415f,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104160,GTPv1,Tunnel block limit reached,,MBMS Notification Request
104161,GTPv1,Tunnel block limit reached,,MBMS Notification Response
104162,GTPv1,Tunnel block limit reached,,MBMS Notification Reject Request
104163,GTPv1,Tunnel block limit reached,,MBMS Notification Reject Response
104164,GTPv1,Tunnel block limit reached,,Create MBMS Context Request
104165,GTPv1,Tunnel block limit reached,,Create MBMS Context Response
104166,GTPv1,Tunnel block limit reached,,Update MBMS Context Request
104167,GTPv1,Tunnel block limit reached,,Update MBMS Context Response
104168,GTPv1,Tunnel block limit reached,,Delete MBMS Context Request
104169,GTPv1,Tunnel block limit reached,,Delete MBMS Context Response
10416a,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10416b,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10416c,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10416d,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10416e,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
10416f,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
104170,GTPv1,Tunnel block limit reached,,MBMS Registration Request
104171,GTPv1,Tunnel block limit reached,,MBMS Registration Response
104172,GTPv1,Tunnel block limit reached,,MBMS De-Registration Request
104173,GTPv1,Tunnel block limit reached,,MBMS De-Registration Response
104174,GTPv1,Tunnel block limit reached,,MBMS Session Start Request
104175,GTPv1,Tunnel block limit reached,,MBMS Session Start Response
104176,GTPv1,Tunnel block limit reached,,MBMS Session Stop Request
104177,GTPv1,Tunnel block limit reached,,MBMS Session Stop Response
104178,GTPv1,Tunnel block limit reached,,MBMS Session Update Request
104179,GTPv1,Tunnel block limit reached,,MBMS Session Update Response
10417a,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message
10417b,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message
10417c,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message
10417d,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message
10417e,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message
10417f,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message
104180,GTPv1,Tunnel block limit reached,,MS Info Change Notification Request
104181,GTPv1,Tunnel block limit reached,,MS Info Change Notification Response
104182,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
1041f0,GTPv1,Tunnel block limit reached,,Data Record Transfer Request
1041f1,GTPv1,Tunnel block limit reached,,Data Record Transfer Response
1041f2,GTPv1,Tunnel block limit reached,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
1041fe,GTPv1,Tunnel block limit reached,,End Marker
1041ff,GTPv1,Tunnel block limit reached,,G-PDU
