EventCode,GTPVersion,Description,InformationElement,MessageType
1082a6,GTPv2,Tunnel alert limit reached,,Create Indirect Data Forwarding Tunnel Request
1082a7,GTPv2,Tunnel alert limit reached,,Create Indirect Data Forwarding Tunnel Response
1082a8,GTPv2,Tunnel alert limit reached,,Delete Indirect Data Forwarding Tunnel Request
1082a9,GTPv2,Tunnel alert limit reached,,Delete Indirect Data Forwarding Tunnel Response
1082aa,GTPv2,Tunnel alert limit reached,,Release Access Bearers Request
1082ab,GTPv2,Tunnel alert limit reached,,Release Access Bearers Response
1082ac,GTPv2,Tunnel alert limit reached,,For future use
1082b0,GTPv2,Tunnel alert limit reached,,Downlink Data Notification
1082b1,GTPv2,Tunnel alert limit reached,,Downlink Data Notification Acknowledge
1082b3,GTPv2,Tunnel alert limit reached,,PGW Restart Notification
1082b4,GTPv2,Tunnel alert limit reached,,PGW Restart Notification Acknowledge
1082b2,GTPv2,Tunnel alert limit reached,,Reserved. Allocated in earlier version of the specification.
1082b5,GTPv2,Tunnel alert limit reached,,For future use
1082c8,GTPv2,Tunnel alert limit reached,,Update PDN Connection Set Request
1082c9,GTPv2,Tunnel alert limit reached,,Update PDN Connection Set Response
1082ca,GTPv2,Tunnel alert limit reached,,For future use
1082d3,GTPv2,Tunnel alert limit reached,,Modify Access Bearers Request
1082d4,GTPv2,Tunnel alert limit reached,,Modify Access Bearers Response
1082d5,GTPv2,Tunnel alert limit reached,,For future use
1082e7,GTPv2,Tunnel alert limit reached,,MBMS Session Start Request
1082e8,GTPv2,Tunnel alert limit reached,,MBMS Session Start Response
1082e9,GTPv2,Tunnel alert limit reached,,MBMS Session Update Request
1082ea,GTPv2,Tunnel alert limit reached,,MBMS Session Update Response
1082eb,GTPv2,Tunnel alert limit reached,,MBMS Session Stop Request
1082ec,GTPv2,Tunnel alert limit reached,,MBMS Session Stop Response
1082ed,GTPv2,Tunnel alert limit reached,,For future use
1082f0,GTPv2,Tunnel alert limit reached,,Reserved for Sv interface (see also types 25 to 31)
1082f8,GTPv2,Tunnel alert limit reached,,For future use
