290000,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Reserved
290001,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Echo Request
290002,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Echo Response
290003,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Version Not Supported Indication
290004,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Reserved for S101 interface
290011,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Reserved for S121 interface
290019,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Reserved for Sv interface
290020,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Session Request
290021,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Session Response
290024,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete Session Request
290025,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete Session Response
290022,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Modify Bearer Request
290023,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Modify Bearer Response
290028,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Remote UE Report Notification
290029,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Remote UE Report Acknowledge
290026,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Change Notification Request
290027,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Change Notification Response
29002a,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,For future use
2900a4,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Resume Notification
2900a5,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Resume Acknowledge
290040,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Modify Bearer Command (MME/SGSN/ TWAN/ePDG to PGW – S11/S4
290041,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Modify Bearer Failure Indication (PGW to MME/SGSN/ TWAN/ePDG – S5/S8
290042,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete Bearer Command (MME/SGSN to PGW – S11/S4
290043,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete Bearer Failure Indication (PGW to MME/SGSN – S5/S8
290044,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Bearer Resource Command (MME/SGSN/TWAN/ePDG to PGW – S11/S4
290045,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Bearer Resource Failure Indication (PGW to MME/SGSN/TWAN/ePDG – S5/S8
290046,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Downlink Data Notification Failure Indication (SGSN/MME to SGW – S4/S11)
290047,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Trace Session Activation (MME/SGSN/ TWAN/ePDG to PGW – S11/S4
290048,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Trace Session Deactivation (MME/SGSN/ TWAN/ePDG to PGW – S11/S4
290049,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Stop Paging Indication (SGW to MME/SGSN – S11/S4)
29004a,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,For future use
29005f,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Bearer Request
290060,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Bearer Response
290061,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Update Bearer Request
290062,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Update Bearer Response
290063,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete Bearer Request
290064,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete Bearer Response
290065,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete PDN Connection Set Request
290066,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Delete PDN Connection Set Response
290067,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,PGW Downlink Triggering Notification
290068,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,PGW Downlink Triggering Acknowledge
290069,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,For future use
290080,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Identification Request
290081,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Identification Response
290082,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Context Request
290083,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Context Response
290084,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Context Acknowledge
290085,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Forward Relocation Request
290086,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Forward Relocation Response
290087,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Forward Relocation Complete Notification
290088,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Forward Relocation Complete Acknowledge
290089,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Forward Access Context Notification
29008a,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Forward Access Context Acknowledge
29008b,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Relocation Cancel Request
29008c,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Relocation Cancel Response
29008d,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Configuration Transfer Tunnel
29008e,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,For future use
290098,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,RAN Information Relay
290095,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Detach Notification
290096,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Detach Acknowledge
290097,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,CS Paging Indication
290099,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Alert MME Notification
29009a,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Alert MME Acknowledge
29009b,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,UE Activity Notification
29009c,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,UE Activity Acknowledge
29009d,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,ISR Status Indication
29009e,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,UE Registration Query Request
29009f,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,UE Registration Query Response
2900a2,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Suspend Notification
2900a3,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Suspend Acknowledge
2900a0,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Forwarding Tunnel Request
2900a1,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Forwarding Tunnel Response
2900a6,GTPv1,Missing mandatory IE in GTPv2 message,Reserved,Create Indirect Data Forwarding Tunnel Request
