EventCode,GTPVersion,Description,InformationElement,MessageType
41211f,GTPv1,Conflict with another session for GTPv1 message,,Supported Extension Headers Notification
412120,GTPv1,Conflict with another session for GTPv1 message,,Send Routeing Information for GPRS Request
412121,GTPv1,Conflict with another session for GTPv1 message,,Send Routeing Information for GPRS Response
412122,GTPv1,Conflict with another session for GTPv1 message,,Failure Report Request
412123,GTPv1,Conflict with another session for GTPv1 message,,Failure Report Response
412124,GTPv1,Conflict with another session for GTPv1 message,,Note MS GPRS Present Request
412125,GTPv1,Conflict with another session for GTPv1 message,,Note MS GPRS Present Response
412126,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412127,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412128,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412129,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41212a,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41212b,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41212c,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41212d,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41212e,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41212f,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412130,GTPv1,Conflict with another session for GTPv1 message,,Identification Request
412131,GTPv1,Conflict with another session for GTPv1 message,,Identification Response
412132,GTPv1,Conflict with another session for GTPv1 message,,SGSN Context Request
412133,GTPv1,Conflict with another session for GTPv1 message,,SGSN Context Response
412134,GTPv1,Conflict with another session for GTPv1 message,,SGSN Context Acknowledge
412135,GTPv1,Conflict with another session for GTPv1 message,,Forward Relocation Request
412136,GTPv1,Conflict with another session for GTPv1 message,,Forward Relocation Response
412137,GTPv1,Conflict with another session for GTPv1 message,,Forward Relocation Complete
412138,GTPv1,Conflict with another session for GTPv1 message,,Relocation Cancel Request
412139,GTPv1,Conflict with another session for GTPv1 message,,Relocation Cancel Response
41213a,GTPv1,Conflict with another session for GTPv1 message,,Forward SRNS Context
41213b,GTPv1,Conflict with another session for GTPv1 message,,Forward Relocation Complete Acknowledge
41213c,GTPv1,Conflict with another session for GTPv1 message,,Forward SRNS Context Acknowledge
41213d,GTPv1,Conflict with another session for GTPv1 message,,UE Registration Query Request
41213e,GTPv1,Conflict with another session for GTPv1 message,,UE Registration Query Response
41213f,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412140,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412141,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412142,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412143,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412144,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412145,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412146,GTPv1,Conflict with another session for GTPv1 message,,RAN Information Relay
412147,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412148,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412149,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41214a,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41214b,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41214c,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41214d,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41214e,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41214f,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412150,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412152,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412153,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412154,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412155,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412156,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412157,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412158,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412159,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41215a,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41215b,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41215c,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41215d,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41215e,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41215f,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412160,GTPv1,Conflict with another session for GTPv1 message,,MBMS Notification Request
412161,GTPv1,Conflict with another session for GTPv1 message,,MBMS Notification Response
412162,GTPv1,Conflict with another session for GTPv1 message,,MBMS Notification Reject Request
412163,GTPv1,Conflict with another session for GTPv1 message,,MBMS Notification Reject Response
412164,GTPv1,Conflict with another session for GTPv1 message,,Create MBMS Context Request
412165,GTPv1,Conflict with another session for GTPv1 message,,Create MBMS Context Response
412166,GTPv1,Conflict with another session for GTPv1 message,,Update MBMS Context Request
412167,GTPv1,Conflict with another session for GTPv1 message,,Update MBMS Context Response
412168,GTPv1,Conflict with another session for GTPv1 message,,Delete MBMS Context Request
412169,GTPv1,Conflict with another session for GTPv1 message,,Delete MBMS Context Response
41216a,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41216b,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41216c,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41216d,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41216e,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
41216f,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
412170,GTPv1,Conflict with another session for GTPv1 message,,MBMS Registration Request
412171,GTPv1,Conflict with another session for GTPv1 message,,MBMS Registration Response
412172,GTPv1,Conflict with another session for GTPv1 message,,MBMS De-Registration Request
412173,GTPv1,Conflict with another session for GTPv1 message,,MBMS De-Registration Response
412174,GTPv1,Conflict with another session for GTPv1 message,,MBMS Session Start Request
412175,GTPv1,Conflict with another session for GTPv1 message,,MBMS Session Start Response
412176,GTPv1,Conflict with another session for GTPv1 message,,MBMS Session Stop Request
412177,GTPv1,Conflict with another session for GTPv1 message,,MBMS Session Stop Response
412178,GTPv1,Conflict with another session for GTPv1 message,,MBMS Session Update Request
412179,GTPv1,Conflict with another session for GTPv1 message,,MBMS Session Update Response
41217a,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
41217b,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
41217c,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
41217d,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
41217e,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
41217f,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message
412180,GTPv1,Conflict with another session for GTPv1 message,,MS Info Change Notification Request
412181,GTPv1,Conflict with another session for GTPv1 message,,MS Info Change Notification Response
412182,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
4121f0,GTPv1,Conflict with another session for GTPv1 message,,Data Record Transfer Request
4121f1,GTPv1,Conflict with another session for GTPv1 message,,Data Record Transfer Response
4121f2,GTPv1,Conflict with another session for GTPv1 message,,For future use. Shall not be sent. If received shall be treated as an Unknown message.
4121fe,GTPv1,Conflict with another session for GTPv1 message,,End Marker
4121ff,GTPv1,Conflict with another session for GTPv1 message,,G-PDU
